m/z,rt,row ID,GRAPE-221775.mzML Peak area,GRAPE-221831.mzML Peak area,QC_001.mzML Peak area,QC_002.mzML Peak area,GRAPE-221800.mzML Peak area,GRAPE-221789.mzML Peak area,GRAPE-221870.mzML Peak area,GRAPE-221784.mzML Peak area,QC_004.mzML Peak area,QC_003.mzML Peak area,GRAPE-221776.mzML Peak area,GRAPE-221873.mzML Peak area,QC_005.mzML Peak area,GRAPE-221871.mzML Peak area,GRAPE-221872.mzML Peak area,GRAPE-221875.mzML Peak area,GRAPE-221834.mzML Peak area,GRAPE-221844.mzML Peak area,GRAPE-221833.mzML Peak area,GRAPE-221845.mzML Peak area,GRAPE-221837.mzML Peak area,GRAPE-221838.mzML Peak area,GRAPE-221848.mzML Peak area,GRAPE-221836.mzML Peak area,GRAPE-221856.mzML Peak area,GRAPE-221835.mzML Peak area,GRAPE-221849.mzML Peak area,GRAPE-221846.mzML Peak area,GRAPE-221857.mzML Peak area,GRAPE-221847.mzML Peak area,GRAPE-221832.mzML Peak area,GRAPE-221843.mzML Peak area,GRAPE-221868.mzML Peak area,GRAPE-221859.mzML Peak area,GRAPE-221850.mzML Peak area,GRAPE-221860.mzML Peak area,GRAPE-221858.mzML Peak area,GRAPE-221869.mzML Peak area
148.9595445,1.3342706,feature_562,29777.07,23355.352,26720.24,26046.139,0,23384.434,0,19251.29,28392.982,25041.355,24532.572,0,27510.545,27640.732,31478.957,32053.65,20887.385,0,22640.217,21312.17,23449.572,30203.672,21334.836,31812.375,27274.744,23627.727,27386.732,28532.293,21406.016,22874.08,26645.44,17111.088,24716.396,20753.025,29327.96,27199.92,25105.92,37871.883
149.0077517,1.334794,feature_568,12500000,9853485,11700000,11700000,10800000,11000000,13000000,9558022,12500000,13000000,12800000,12200000,13600000,12300000,13400000,15700000,8636323,9807129,10200000,10300000,11000000,12300000,11100000,14900000,13100000,11300000,11200000,12800000,10100000,11100000,12600000,8976325,11400000,10800000,12400000,12000000,10800000,15500000
492.1272977,1.3502598,feature_592,10597.298,0,0,0,6955.4834,0,6732.9126,0,10444.619,10473.195,0,11234.047,0,13369.885,0,13855.175,6518.6753,7745.15,10127.944,8491.602,0,0,10616.932,13486.923,0,0,13179.312,9819.783,6915.472,7622.4277,10286.277,10218.452,8244.695,8226.821,11364.691,12537.283,0,0
491.1239155,1.3506485,feature_593,70757.79,56987.867,76730.47,71496.34,64517.047,45004.88,61419.14,64130.137,82093.26,81453.43,65484.984,68168.164,82289.6,87170.18,73813.62,98511.19,48496.05,63622.918,57138.68,50326.99,66461.305,55987.145,60377.703,104259.26,68712.555,70687.164,77435.06,66754.016,54620.68,71096.87,77579.555,57003.652,62729.695,66816.41,74117.375,59571.125,63924.64,101894.836
565.045572,1.3578587,feature_605,0,0,11481.904,9377.937,5175.1787,0,11902.964,0,14533.052,12444.475,17128.732,14503.296,14406.022,9668.526,12453.01,13207.355,0,15886.699,0,9377.73,9537.836,13473.514,0,18370.697,9605.67,0,15557.237,9348.777,0,0,6995.371,5329.657,16531.605,10775.797,14434.833,13221.434,7903.943,19468.322
105.0176983,1.3886977,feature_644,15307.616,0,13686.899,20265.99,13852.974,17095.281,24115.943,14226.957,18413.19,16222.724,28976.64,14687.201,19976.084,24889.191,0,13916.134,14452.048,19152.402,12973.532,23521.973,22908.54,17939.154,22680.41,24174.775,19608.527,15644.239,18425.766,0,17035.652,18097.828,19960.775,17313.326,19008.588,14007.858,21123.553,22911.998,0,16263.451
456.1710088,1.3968089,feature_656,19206.047,0,0,14255.239,15996.288,4144.12,0,11454.754,17530.281,18490.604,23060.04,18842.58,22384.23,22458.76,13239.3,21807.285,0,17902.012,7357.8594,7275.418,0,21588.44,24914.602,28700.713,12910.895,11605.423,0,0,13738.958,0,9845.52,0,18085.887,9467.83,0,37038.312,0,20389.611
359.1186958,1.400759,feature_665,69224.54,47523.246,50405.055,61520.04,55949.715,49789.953,71539.26,53376.617,74769.47,76106.67,83757.4,71021.15,83528.086,73524.73,99112,81646.82,56297.29,61823.49,52495.56,64446.59,52865.69,59438.29,95445.984,85832.39,79298.93,54263.93,82850.79,73302.74,49606.98,86974.11,64581.87,89607.29,83496.62,73847.99,91240.51,38536.562,66786.086,77719.26
323.0976762,1.409046,feature_691,3661.306,5771.8755,0,4318.4014,0,0,0,0,6188.998,5326.872,6014.5503,5400.0176,6942.262,4730.157,0,0,0,7306.342,3390.0671,0,4844.552,0,0,7210.849,4330.6274,6104.303,6962.077,5468.0254,0,0,0,6521.299,6333.0244,0,0,0,5103.153,7332.208
729.2267395,1.4110129,feature_696,24667.225,30171.088,0,25552.629,26959.566,0,0,34281.926,0,0,29421.258,28741.945,32512.727,28581.617,0,25787.54,0,0,0,0,0,0,0,38081.22,0,36763.66,34671.902,24376.412,23960.547,32712.566,29039.656,28746.146,32515.36,0,0,0,24720.822,34119.113
341.1080754,1.4115367,feature_699,289833.7,291779.75,276416.84,294027.47,307594.56,192740.75,308811.4,324352.38,354095.16,327757.47,342110.53,313637.1,402493.5,305261.38,342564.53,366015.16,311432.9,348808.78,292956.78,260992.16,284599.1,271508,356492.72,422868.8,289806.56,393386.97,361648.56,302534.47,256708.97,339465.47,324224.2,357729.75,365634,281827.12,343364,276670.62,332342.97,390246.56
387.113488,1.4117646,feature_702,1087256.8,1169284,1069352,1081795.8,1133054.9,740796.25,1237456.8,1202896.1,1358036.5,1294554.1,1319371.9,1259488.2,1570153.2,1195907,1398899,1433419.9,1203012.5,1391449.4,1103133.9,1032232.5,1180723.5,1066577.4,1495725,1647862.6,1264697.5,1553276.1,1440473.5,1266650.9,986169.2,1412227.9,1263641.6,1367702.1,1460445.9,1448956.1,1289807.2,995164.56,1329054.9,1576107.2
388.1167473,1.4117646,feature_703,129824.1,125180.69,124167.586,134780.64,145465.12,91281.83,149045.02,157921.98,164966.33,157262.4,166890.38,150043.12,184855.69,148908.33,161352.5,168231.7,146311.47,165488.08,139625.58,123226.74,148531.08,121209.805,182861.64,194376.89,150513.97,187729.38,170553.23,142139.22,118853.65,167966.02,159681.45,166205.64,177207.94,171586.66,164196.38,111643.8,155949.33,185834.22
683.2217371,1.4124842,feature_711,99518.64,107706.625,101383.95,93220.6,94911.01,50413.535,104140.67,96574.15,110640.7,98557.086,118962.266,117469.94,128847.02,101643.516,114674.984,116083.47,111979.39,126413.375,95381.516,80943.89,87299.52,95751.27,140586.53,135061.03,91944.33,141474.03,132206.7,87587.836,91307.57,127703.2,103990.66,110827.25,123021.93,143401.23,130221.81,62455.383,103062.336,140304.81
389.1178929,1.414741,feature_719,19478.32,27410.86,20563.098,20472.62,23005.307,13663.362,27030.232,28814.418,26121.24,25820.758,28506.084,25154.38,0,22459.123,26752.492,22950.56,0,33235.637,21944.756,18781.713,24663.238,23860.209,0,34296.215,25051.984,34369.83,24961.445,0,20763.06,0,27217.357,0,28265.688,20880.303,26303.002,21780.12,0,31281.67
358.1064065,1.4209034,feature_738,5374.3374,6565.9014,7987.318,7950.146,7829.02,6486.393,7374.0264,0,11597.769,7732.4,10698.912,8820.962,9930.925,15214.29,6370.297,0,6100.313,8366.568,0,5656.9824,11076.671,9162.822,0,12321.284,11023.748,0,5827.4697,0,4280.55,7647.9404,0,9377.167,0,0,6320.7764,7928.303,8107.6177,0
491.1600361,1.4212042,feature_743,9049.466,10498.206,8775.888,8746.55,8771.0205,6465.3037,11850.381,12502.24,12113.99,11224.908,0,8186.7026,10922.344,11501.343,12035.041,12133.669,13809.976,9846.024,10672.124,5888.198,10653.804,11427.177,0,0,11534.752,17850.04,11824.121,8831.111,7162.0835,0,0,12316.955,10081.408,13811.146,12130.169,19278.475,9352.9,11567.327
327.0923761,1.4349525,feature_760,28238.416,14530.726,26592.793,31847.64,32601.537,9178.86,41759.727,13204.506,33995.816,33978.883,42881.84,31887.445,31692.748,49308.46,34327.195,39895.918,23572.93,32919.492,19147.58,20418.928,30099.594,34398.266,40454.125,43993.598,41199.363,15411.0625,50296.805,36087.355,32022.324,29861.625,37231.926,50362.7,37982.07,42154.418,50662.547,10657.951,27284.035,32197.123
637.1797267,1.4354329,feature_762,55622.906,51080.668,47264.754,41800.08,42128.36,27372.197,57011.645,48991.465,55412.562,51313.168,61933.46,57263.33,60178.004,59730.73,63631.555,75150.29,56672.133,71290,42807.656,37466.523,57886.4,42873.656,74313.164,70251.27,61593.684,72192.35,68084.53,57946.01,40328.402,67377.95,51181.91,56729.305,71945.586,71163.33,69032.49,40421.734,59027.16,78155.45
295.0661862,1.4368564,feature_767,230099.64,162701.11,173305.08,181192.42,186607.98,110877.39,213381.7,162281.72,198546.05,180063.19,220500.53,190082.39,208889.23,181325.38,235358,217574,165553.72,195904.52,143347.88,160538.9,212873.22,170821.48,216226.31,258793.73,219779.97,202030.23,236161.53,209505.6,143762.9,227606.48,149188.33,216297.3,255960.81,221148.23,226551.86,130303.96,198046.56,230003.48
191.018707,1.4394579,feature_784,480293.56,433666.5,423206.34,447715.97,459207.75,345004.03,505428.22,518365.06,475117.16,463960.34,506340.7,480282.97,481652.72,538850.4,433549.62,506117.6,441194.22,506781.66,412716.3,431600.47,517368.12,419510.3,575227.1,553597.7,473029.38,491202.6,518110.1,582538.5,414756.44,514547.22,512662.66,460620.25,455382.16,508102.3,552947.06,575297.1,466927.16,505216.62
267.0350808,1.439739,feature_785,373088.8,330391,361363.4,347434,319110,275042.4,362344.7,379930.9,326798.22,336129.12,481872.38,365320.3,336186.53,401007.7,349200.34,0,350650.34,333577.4,301652.8,376722.84,380124.8,343248.88,439960.16,461035.9,342366.72,437135.9,386693.53,495794.1,345072.75,334108.38,396670.16,339209.22,339559.5,0,433791.1,368022.12,350227.22,418061.28
430.0901445,1.4401743,feature_786,24707.498,14789.102,16655.096,16607.45,14889.072,0,22141.377,0,18831,17418.043,24436.203,18539.047,22005.07,24401.707,0,0,0,0,0,15285.988,24027.963,16255.116,0,29343.826,23314.36,22310.852,25489.629,27049.166,13978.434,18509.889,18577.227,19340.875,25236.455,0,25500.29,0,15664.411,22342.725
445.1181522,1.4419237,feature_788,47205.76,53333.066,46946.68,52377.734,46495.215,45158.977,52879.19,49408.8,58408.223,54169.414,56279.37,52053.996,58929.9,67780.57,0,58395.71,55599.977,60689.977,53955.26,49104.5,67017.6,61238.01,53885.08,57406.53,60454.586,85359.28,64000.484,60176.402,41971.242,53250.305,62169.746,59770.86,54136.598,62857.797,61734.67,78099.75,49171.297,61423.156
133.0075519,1.4420589,feature_790,145359.67,149056.47,168557.86,102928.75,162120.97,121541.055,156157.86,165840.08,156215.08,133607.27,190801.34,168225.12,169602.25,165584,174907.19,172468.6,134995.31,166360.19,131941.6,152739.06,155492.17,147141.97,188326.95,184708.34,164949.28,155849.48,167575.31,185208.72,141516.4,149865.83,165562.25,142766.36,162830.52,189412.5,194940.34,174812.84,143877.22,205312.23
133.0181229,1.443155,feature_793,82788.43,120155.016,142393.39,130013.73,145414.3,105523.06,156223.9,142662.17,152608.33,113993.69,187226.36,156473.67,150070.77,152145.8,109129.58,165106.2,128958.72,135232.97,121864.84,119626.08,151239.47,133230.38,0,117938.33,147969.8,132656.1,157076.92,154300.92,119559.66,141699.72,136509.31,128106.55,150195.95,143262.84,173865.9,158786.64,141172.36,169349.8
135.0169759,1.4432412,feature_794,173788.95,152977.7,166116.53,179806.14,157151.22,120295.66,179761.56,174814.77,182887.94,167498.3,203922.45,173378.25,188132.17,191646.12,169558.53,178723.33,174875.19,174662.95,152640.56,182793.25,186145.94,175781.52,221985.7,216960.44,178915.95,189392.23,181439.55,204448.6,173052.5,180608.12,161314.73,174405.48,191799.58,199009.61,216177.38,182764.06,164086.58,201815.55
313.0767653,1.4433808,feature_796,44798.46,26353.03,25412.42,31763.445,27719.502,16628.654,25424.36,29319.203,31560.285,28171.965,52547.547,32022.715,27592.957,36003.32,0,31797.607,31857.318,36223.52,33227.848,23258.082,32825.844,31574.385,46227.324,42783.32,30244.506,32931.848,46287.793,35400.895,24582.533,38167.25,30240,30329.055,37706.25,41253.85,31460.63,30247.475,31960.92,47530.96
115.0020779,1.4434776,feature_797,814324.75,700876.3,770032.8,824653.4,727099.06,526400.9,970565.25,808071.44,885863.3,841275.06,1097032.4,840974.94,844646.9,925588.8,897416.9,881451.5,800349.25,897806.9,709290.8,844878.94,921979,876515.44,1107598.4,1085080.1,542669.3,889672.44,933922.6,1003339.1,776545.9,878661.94,742206.3,830203,835461.56,891161.1,1111072.2,848428.75,852632.8,938275.56
134.0160369,1.443951,feature_798,970051.6,846913.9,962231.75,972837.8,902996.75,728719.2,1095505.9,1022289.1,1028158.2,999347.94,1332062.5,1056245.9,1000553.1,1107166.9,1132953.8,1087695.8,934179.4,1093460.2,858882.1,1048927.5,1121589.8,1053935.8,1382976.1,1245030.5,679287.75,1094878.8,1106753.2,1233852.5,896933.25,1039135.6,938207.4,967079.6,1044273.6,1116810.5,1239895.8,1076931.4,964062,1224868.9
133.0127477,1.4446601,feature_799,24900000,21600000,23100000,24800000,21900000,17000000,27000000,24500000,25800000,24900000,32300000,25500000,24800000,27900000,26700000,25500000,24000000,26200000,21700000,26400000,27500000,25600000,32700000,31600000,24900000,26900000,27100000,30400000,23300000,26600000,22800000,25300000,25200000,28200000,30200000,25700000,25600000,30300000
116.0054525,1.4456764,feature_803,22989.932,22254.99,19383.705,23104.672,20552.229,16666.66,26000.268,15567.478,27458.348,26627.766,30611.041,22661.014,20372.455,24930.57,30092.852,0,22310.57,30255.422,16795.744,22767.91,23401.783,22195.244,0,28599.195,24547.273,0,25121.855,29121.56,20272.85,25993.795,19478.08,22248.705,21730.264,24706.412,30342.203,21013.691,22073.02,26765.395
607.1698473,1.4466089,feature_807,28678.838,25268.92,18185.715,21858.295,15483.003,17714.623,26063.799,23503.611,21609.668,22521.846,26692.64,25872.8,22256.53,28099.674,31484.877,17973.074,23028.836,25176.957,19359.19,20387.06,30871.492,22858.713,30885.945,27983,24301.123,30196.98,32917.848,29452.67,18914.379,24868.664,23358.13,29751.188,28877.027,29891.72,34306.6,19819.955,22390.45,31955.69
133.0533892,1.4469956,feature_808,61955.15,54634.484,70917.164,58092.605,52559.84,45525.547,58355.184,36506.723,49742.94,62806.062,67545.914,71426.44,63501.71,67552.2,0,67290.26,62185.133,77156.79,0,71985.805,60645.508,68149.625,79630.73,73936.78,61621.5,63324.652,60160.477,70084.12,50876.65,10147.862,63249.25,52928.156,60822.188,60429.438,73502.766,66177.42,60991.82,54737.83
193.0707687,1.4577727,feature_835,0,4540.645,0,7417.3276,0,7637.407,0,7627.6016,5203.432,5174.8193,0,6765.84,5187.0015,6921.468,0,5401.085,0,0,5363.413,0,0,0,7305.9883,0,0,8221.723,7007.9214,0,3690.323,5612.5034,6337.1685,8305.95,4814.1616,4714.3833,5352.007,7740.9556,6236.6553,5782.156
133.0075812,1.5917381,feature_954,59619.98,67646.64,72355.11,67883.9,69306.53,48061.08,101470.01,60507.785,85729.09,65426.066,71224.87,73698.69,90699.89,61097.332,95676.8,77466.55,65116.27,66228.79,64859.555,51897.133,68813,68877.54,96208.65,84499.29,67106.766,57856.03,76296.87,67167.3,48883.453,66901.76,82031.6,55018.617,81641.24,74898.02,86432.195,80854.445,89110.375,68469.83
133.0534767,1.5939265,feature_957,22045.57,20149.17,18463.422,27633.117,7612.504,16283.044,34899.83,20243.268,25974.455,25402.857,37528.19,20438.83,30320.078,28817.162,17186.822,25103.395,23562.828,19027.412,16948.44,26817.842,28877.793,25463.045,33698.164,34059.31,29631.04,25005.207,28560.986,29860.6,24362.59,17478.79,27123.293,25153.85,20756.494,27089.611,32510.057,25517.006,29701.443,28831.172
268.0383427,1.5939271,feature_958,13511.139,12706.523,13717.154,13469.998,9436.256,7637.6416,17985.104,10201.173,12733.419,13735.018,16050.295,10621.609,13921.879,14522.126,15575.123,11651.669,11051.266,10239.98,8913.4375,13482.035,10771.371,12773.967,14356.389,18491.527,12017.867,12319.052,12815.057,15858.189,12444.821,13306.231,10931.406,11566.957,13308.506,13579.198,15918.161,13405.205,14080.127,11925.251
133.0181348,1.5954131,feature_960,27364.52,54741.68,74792.83,71617.08,58673.25,41045.87,68124.125,55933.406,78075.51,61686.363,60431.285,71579.805,82038.2,56566.56,94683.49,70610.99,49962.74,56556.605,49878.176,69419.78,55226.305,59055.785,85017.875,78696.61,66670.55,60015.13,63696.754,67012.695,59808.062,58895.89,75551.555,53541.68,76428.516,72984.49,86467.39,0,71190.41,75920.97
133.0127608,1.5954736,feature_961,10700000,10500000,12000000,11200000,9624735,6846567,15300000,9815671,12100000,12900000,12200000,12600000,14300000,11500000,14400000,13000000,11900000,12300000,8533599,13600000,13700000,11400000,16800000,17300000,13000000,10500000,14100000,11800000,11700000,12400000,13300000,11800000,13100000,11800000,0,0,10800000,12400000
134.016073,1.5956274,feature_962,406816.03,388117.38,448888,410900.62,373895.12,279275.1,612536.56,359372.12,540568.7,466002.06,432117.44,472312.22,533081.2,492940.62,532164.06,480418.06,416985.53,442008.1,330730.1,522908.16,538865.7,440076,591694.56,627589.5,443547.22,407433.03,502806.12,480545.5,406021.03,488087.22,495057.84,448745.78,505108.94,503495.94,586120.44,480187.3,491792.75,425045.7
135.017007,1.5964121,feature_964,66343.54,64404.527,67608.87,72179.13,59381.164,46619.598,104475.93,58740.895,81942.66,72454.68,87349.97,83895.74,77155.164,80058.15,99461.18,76442.016,59801.34,73133.04,58889.67,78503.64,88734.266,77617.67,99624.53,94689.36,70104.17,66812.01,81233.46,87469.836,59647.09,79141.67,83899.914,78850.09,72079.336,75300.17,86981.12,0,85064.08,69068.28
115.0020847,1.5965998,feature_965,306756.47,301813.84,349207.12,330421.88,281151.3,217842.34,375846.3,252427.45,361384,350712.47,356416.56,360091.78,402855.44,373963.16,416217.12,346169.44,323565.44,327780.56,254448.1,410424.88,420722.1,347916.4,440828.3,469221.78,368130.25,344637.6,378379.03,360121.06,323263.75,370780.8,351221,342446.72,374578.78,365284.53,395493.03,347945.3,302827.3,368005.25
308.9912221,1.5978146,feature_969,19944.613,22280.648,19653.836,20607.773,19183.145,12924.847,25872.775,15697.164,21870.748,22347.01,24607.49,20951.324,21151.855,24070.668,24025.176,21436.236,17312.871,19314.686,16816.197,24962.748,21002.05,17282.133,27354.232,26798.625,21817.412,16324.52,21712.17,19126.074,20896.664,21728.88,22359.812,22491.686,19385.877,22995.883,24785.408,22159.03,21442.982,24912.695
191.0187767,1.60219,feature_974,131084.78,118290.48,130166.86,125019.92,109908.55,77653.68,157925.75,122664.26,129365.56,122252.74,123492.67,137322.19,140917.97,138368.28,133596,137570.66,111387.12,123186.18,122785.86,134217.19,147144.14,115580.516,165117.88,168199.38,133973.72,119153.836,134425.66,135760.83,128853.1,146778.97,135615.86,121973.805,137331.03,120554.97,136560.6,132647.66,119775.48,140859.03
327.092493,1.837057,feature_1052,8472.994,0,8195.374,9640.475,9411.296,0,14271.341,0,11497.116,8803.622,16492.217,11918.517,9417.232,16552.373,14545.072,15276.397,6388.195,8753.244,0,6418.164,6222.6763,8182.319,17834.107,17985.568,11225.028,0,16556.746,11337.837,6731.493,0,12825.35,16058.377,13473.801,16748.996,18643.111,0,6972.7207,13818.392
311.0978041,1.8874582,feature_1066,0,0,0,0,0,0,10719.008,0,11235.293,10848.564,11185.117,10051.397,12352.997,0,0,12383.9795,0,7501.3813,0,8111.9956,0,0,0,0,8107.0566,10846.675,12054.447,0,0,11481.194,10986.543,6489.2188,10444.331,0,0,14608.782,7071.9434,12116.835
313.1133848,2.2527218,feature_1111,13152.33,0,11713.597,16585.072,16296.798,0,23393.365,0,18916.664,19175.746,19570.613,23782.236,20489.225,21772.117,20024.742,26285.426,11962.27,19446.139,12119.397,11274.733,0,9642.366,19904.955,23606.129,18469.443,0,35666.73,15042.622,13843.111,20727.637,0,39544.527,22520.748,25758.547,21913.969,20753.957,12153.96,24130.71
147.0285374,2.2811863,feature_1115,38022.223,30922.44,28698.785,34136.504,30794.828,0,21124.871,35200.004,27347.195,24287.25,74481.64,37716.51,25499.123,48445.59,22945.652,31745.797,20685.232,25433.473,21099.523,15163.242,35328.816,28533.096,37667.746,35281.55,29994.156,19901.658,48753.438,22637.1,27680.662,28555.498,26818.633,36056.926,27667.148,31594.45,33282.703,26217.262,20839.393,37304.87
133.0492385,2.4780886,feature_1169,38516.094,35684.113,19165.498,28753.678,33933.62,9328.245,33797.996,24107.145,26079.775,26175.32,58346.344,31449.012,32428.156,38119.22,35833.438,28308.002,24396.861,31196.963,19973.334,19260.252,38586.387,43144.168,31688.336,31282.57,27785.72,26398.78,30078.994,13690.23,33874.152,28541.16,30527.873,30986.947,34192.582,32831.84,32543.484,23883.953,27244.018,32664.709
190.9485667,2.5044057,feature_1177,9271.9375,8148.244,11214.52,0,4919.6978,0,12254.635,0,13849.446,12546.481,16298.119,0,0,11982.174,0,0,0,0,0,4683.3,0,5735.5073,9760.476,18989.447,7464.515,0,15488.521,8835.843,3721.0574,17014.41,9975.537,13346.748,11918.633,0,12275.822,3665.2373,0,13325.955
405.0273064,2.5252044,feature_1188,115223.7,117967.445,195202.42,208484.19,196130.1,142865.34,235349.08,115281.46,247534.3,237243.56,262237.38,270967.62,267338.84,240128.97,261167.28,258629.05,202279.48,217471.77,169732.61,206365.6,222050.52,241740.75,179465.58,278668.9,158592.78,122808.64,266076.06,150974.12,200308.66,225468.94,135062.42,228128.02,256570.84,233916.3,264471.25,114788.195,232954.05,142234.22
597.0534691,2.5255468,feature_1191,7748.815,9261.399,0,0,0,0,9402.254,0,9879.264,9584.463,12266.099,9550.636,9475.963,9782.446,11123.177,9594.519,6426.3086,10381.94,6028.1094,0,9938.38,0,13335.962,12874.962,0,0,11512.683,11837.443,8892.983,0,7430.8164,8898,8711.587,8706.678,12221.495,6584.533,7881.53,10533.099
191.0187395,2.5298226,feature_1200,12000000,10800000,10000000,10700000,10100000,7007211.5,11000000,10400000,11800000,11400000,14600000,12300000,12000000,13400000,11900000,12400000,10000000,10900000,8519380,9766909,10800000,11600000,14700000,13800000,11200000,10500000,13300000,11800000,10500000,11500000,11200000,11100000,12400000,11600000,13300000,10600000,10800000,14300000
193.0227542,2.5303085,feature_1201,131559.64,130581.9,116579.375,122833.914,110848.17,75588.66,125898.03,111875.57,134579.03,130037.87,157634.47,138365.27,78907.14,153111.45,64566.492,138892.67,117188.72,124130.336,96866.35,114797.06,128812.01,136695.88,169188.31,163883.52,73993.07,123490.81,90032.7,137319.42,123213.266,133271.38,72927.77,127699.23,141205.4,131392.38,148317.69,121014.95,121151.95,160505.73
192.0218934,2.5303087,feature_1202,803323.2,740158.2,674728.56,693690.4,654324.94,460096.2,753616.8,682126.9,803019.3,782291.2,962737.8,832696.2,812977.4,912890.8,806670.44,836632.3,675416.2,742912.56,562350.25,670262.8,751353.6,800164.7,1006194.6,947024.4,762134.3,727102.56,899783.44,802037.56,724245.06,777834.9,721085.6,764660.2,834458.75,780506,900481.94,713977.06,731855.9,962344.1
133.0128485,2.5805342,feature_1220,234881.73,251068.73,0,518376.47,202109.64,117219.31,742366.25,270335.72,480573.03,0,484994.16,0,568792.8,578071.75,0,343388.44,213135.55,0,225229.52,0,0,0,629546.1,399632.62,319055,211817.03,371179.34,632951.44,233253.66,511556.66,244286.17,321556.12,275825.06,269062.6,880404.7,226969,0,384637.9
128.033955,2.686261,feature_1231,60436.77,55618.73,38287.69,40183.805,31538.541,18269.072,42424.62,37996.715,48904.387,44765.395,78997.1,62991.562,51447.58,26904.578,32480.787,44849.664,12444.306,33376.53,22982.217,44025.906,57394.035,97975.9,92660.24,117790.75,37341.152,9572.577,45130.32,76940.09,22543.305,23699.912,18760.564,37960.76,58636.434,26019.582,35923.87,40038.906,21821.273,48518.31
133.0492089,2.7172852,feature_1236,21211.045,14600.737,22816.248,28080.908,30287.232,5723.746,35718.117,10526.236,32599.846,36280.113,92690.19,49945.71,33677.656,43126.08,19696.05,25907.639,26472.56,33808.555,18680.93,14518.3545,52179.484,34887.42,50972.49,38811.375,25515.854,11748.102,68939.88,0,30179.38,32550.082,28460.145,24546.988,49038.785,26486.076,54384.34,30921.705,25998.84,32006.094
222.9831248,2.8136914,feature_1239,0,0,0,38007.797,29308.785,0,51179.31,0,43030.117,40755.402,41780.316,41166.51,46134.93,39557.13,47493.484,0,38083.777,0,29855.105,43420.4,43242.105,38817.52,52113.566,53670.953,42246.71,0,45903.516,45685.586,35090.17,42585.25,36873.02,39678.75,24168.732,42914.297,48104.16,43848.812,40728.42,44532.508
140.9847831,3.1347353,feature_1258,0,76786.79,69958.6,72063.64,59978.99,74307.29,66539.234,0,0,64386.676,58488.676,63975.523,66194.91,62048.992,0,64243.656,63246.39,65497.59,68820.87,76625.23,62509.18,0,61373.863,66495.08,68275.66,73477.06,61846,73129.75,65433.633,62082.836,82422.836,59337.816,59937.91,63089.598,62674.156,62805.246,63554.066,59265.168
115.0021829,3.2911768,feature_1284,14021.532,0,9536.015,10531.08,12816.729,0,13043.412,12133.328,11991.227,11494.502,28176.275,19459.021,11445.904,19080.633,13598.211,12697.08,12113.299,15677.552,6234.719,11069.144,13014.381,21701.941,14955.345,11458.457,8970.741,0,17999.262,11603.606,10490.289,12404.978,9683.064,11475.883,19266.438,11137.238,21599.389,0,8348.27,13330.29
148.0318984,3.3129146,feature_1290,11571.248,0,0,7820.689,9003.575,0,11514.493,5692.0186,9508.758,9919.775,19775.148,14173.865,9941.654,12912.286,12462.34,12998.482,8633.407,11166.384,6323.4243,9284.951,8347.111,16870.66,12258.629,12447.358,8050.654,0,13648.944,10315.732,0,10469.183,9455.3,9246.627,15180.97,9430.008,16976.21,0,0,11956.221
147.0285842,3.319853,feature_1291,378988.1,107137.27,277050.56,289169.72,345146.28,159518.55,362874,264564.6,339906.94,329203.12,583763,442202.8,342401.56,404431.3,386930.75,399407.28,302654.56,376929.1,223996.48,308703.03,302020.88,465219.7,406688.88,397230.3,291413.16,115986.79,424848.22,351923.72,288344.1,349026.25,327197.3,325431.2,463930.44,341874.78,491043.8,113084.664,287813.7,391377.97
205.0346211,3.350202,feature_1292,14992.108,9549.902,11915.742,12151.929,12329.758,8345.767,11563.666,10910.078,12558.571,12277.232,27377.148,14595.082,13072.554,19798.266,11044.759,0,10173.949,11579.327,9062.064,0,13116.918,13885.156,17204.838,17804.535,12189.403,0,17320.988,11952.527,14410.171,14307.813,12344.696,13630.371,14655.45,12504.713,17672.934,0,10184.781,14938.693
283.1030613,3.4391692,feature_1304,52378.965,58539.113,45475.344,51127.656,46908.06,17075.746,53721.62,36230.812,58533.34,54273.477,81988.07,61366.363,58950.375,98936.46,64711.473,89135.445,35936.96,54901.254,31859.445,30989.23,63449.457,56923.707,72670.95,75419.945,48107.715,40989.723,103599.09,43170.535,41792.582,59582.375,46905.65,75741.734,61760.074,57926.855,62898.51,35100.184,35119.953,75029.4
253.0925816,3.5342817,feature_1314,36709.645,55529.434,34554.477,37712.83,32615.68,0,19139.244,64037.23,46090.777,40286.734,55470.773,40611.145,44421.77,58718.887,27300.326,61781.402,16944.748,32322.258,18779.299,0,46525.41,20502.936,52008.773,42664.37,15492.279,25743.393,64914.117,25022.682,26903.014,42033.652,21342.566,50947.41,44268.62,42001.156,36815.49,240761.36,18831.217,44308.535
283.1031773,3.5724888,feature_1317,12929.083,0,11567.241,12622.238,12982.273,7644.545,13660.666,12010.585,15013.757,13013.554,18333.773,16001.863,14828.509,18359.451,15979.882,20388.459,11566.376,13305.538,10182.327,11680.448,11685.435,12025.21,17152.246,17907.24,13313.399,13061.406,0,12510.011,10027.163,13659.188,13974.129,0,17558.182,0,16583.05,9269.43,12065.124,18207.916
